,squareMeters,numberOfRooms,hasYard,hasPool,floors,cityCode,cityPartRange,numPrevOwners,made,isNewBuilt,hasStormProtector,basement,attic,garage,hasStorageRoom,hasGuestRoom,price
1433,6506,10,1,0,35,3225,10,6,2002,1,1,9958,4359,838,0,10,658467.2
2582,26193,70,0,0,7,72628,10,5,2013,0,1,1033,7100,421,0,1,2620565.3
1302,792,4,0,1,68,14057,4,4,2016,1,1,9670,4645,904,1,8,86613.6
5812,39572,79,0,1,15,40571,5,6,2021,1,1,7125,1796,497,0,7,3960690.1
7349,87585,80,0,1,66,60868,8,5,2017,0,0,6955,318,197,0,1,8764820.7
5281,15320,44,1,1,25,19517,4,2,2011,1,1,9146,8766,580,0,10,1541104.1
6114,90523,63,1,1,6,78948,7,6,2011,0,1,5822,5541,846,0,0,9058136.1
1221,2930,61,1,0,52,29549,9,4,2002,1,1,1757,6440,549,1,0,298074.2
7435,49842,81,1,0,4,42391,6,3,2021,1,1,8299,8339,240,1,8,4986838.1
2548,12508,52,1,0,53,62133,8,7,1991,1,1,3399,6594,431,0,4,1258036.1
750,31317,91,1,1,25,86804,8,2,1995,1,1,2463,3454,543,1,5,3142581.5
437,50066,63,0,1,67,81340,8,5,1998,0,1,8716,6542,465,0,1,5015729.8
4371,47654,53,1,1,97,76621,9,2,2013,0,1,5377,6422,312,0,8,4776062.3
4448,72147,38,1,0,13,48522,5,2,2013,0,0,285,3733,882,0,9,7219271.3
2847,17618,9,1,1,36,3355,1,6,1992,1,0,8906,6122,943,1,1,1771805.2
1173,61335,61,0,1,13,28259,7,4,2018,1,0,2805,1332,104,0,7,6137391.8
7495,87146,8,1,0,90,2593,7,8,2001,0,0,8177,4527,210,1,9,8725424.1
2699,12583,62,1,1,79,24355,3,5,2001,0,1,2683,1704,519,0,4,1267192.1
9888,57662,44,1,0,30,97265,6,1,1993,1,0,2683,9374,742,1,7,5773073.3
9506,75461,16,1,1,77,84536,4,3,1991,1,1,9854,759,508,0,8,7556204.1
6395,7863,79,0,0,9,47905,9,6,1993,1,1,1557,7124,258,1,6,788123.3
2481,49942,64,1,0,57,80720,10,3,1990,1,1,4558,9768,585,0,6,5001819.0
5456,80998,28,0,1,34,40469,5,3,1992,0,0,7518,8947,618,0,0,8107792.2
8444,64013,22,0,0,59,37935,2,8,2007,0,1,4357,492,261,1,0,6404986.7
2706,30502,91,1,1,77,88127,9,6,1998,1,1,9151,9350,146,0,9,3062069.8
4661,57128,100,1,1,40,50043,7,9,2006,1,1,4856,2230,566,0,8,5721225.6
326,28183,81,0,0,52,44087,5,2,1993,1,1,2798,5783,525,1,10,2821593.3
1039,31419,80,1,0,6,51100,7,3,2009,0,1,8002,242,110,0,4,3147602.9
2637,37506,88,0,0,94,32364,2,7,2016,1,1,4468,406,172,0,7,3753651.6
5022,18693,18,1,0,99,10582,10,9,2005,1,1,2092,9672,423,0,4,1876877.5
2499,74729,92,1,1,59,15630,2,9,2000,1,1,5584,3958,274,1,1,7486919.0
1004,60514,46,1,1,35,76413,2,1,2019,1,0,9227,737,340,0,8,6059360.9
2861,6009,36,1,1,59,3453,1,9,2016,0,0,8867,3057,158,0,9,612067.6
3233,58801,69,1,1,100,6506,7,3,2016,1,1,3810,378,136,0,1,5891738.6
1870,12463,2,0,0,51,19811,2,6,1990,1,1,9892,4415,951,0,3,1247764.0
4245,921,1,0,1,89,3174,10,1,1997,1,1,4110,3162,737,1,10,105739.7
6927,56126,98,0,0,92,1458,8,2,1998,0,0,2765,2034,825,1,0,5622399.8
8385,29114,18,1,1,12,15509,1,9,1994,0,0,3591,6866,799,1,3,2919917.4
534,63237,8,1,0,49,23635,3,9,2009,1,1,6344,7812,197,0,5,6330589.9
9827,36683,24,0,0,87,92551,5,5,1996,0,1,772,2659,439,1,4,3676170.6
7148,57160,19,1,0,27,33553,2,5,2001,0,0,6595,9458,709,0,1,5720788.1
7365,45857,23,0,0,46,6544,9,4,1995,0,1,7629,7781,755,0,7,4588987.5
585,60366,51,0,1,26,88209,3,9,2005,0,1,8647,6470,687,0,2,6042370.5
9914,17874,67,1,0,44,99019,3,5,2018,0,0,6113,6928,536,1,3,1793943.8
3035,88501,53,0,0,54,47121,4,3,1992,1,0,6277,279,234,1,8,8853507.2
4428,18202,67,1,0,75,50682,10,3,2005,1,0,430,2294,758,1,7,1827703.5
4089,94186,56,0,0,61,66948,2,5,2012,0,1,1610,7498,707,0,0,9424530.2
1703,67724,64,1,1,32,21319,5,1,1991,0,1,9339,6052,751,0,2,6780960.1
4295,43658,11,1,0,74,86718,7,2,1998,1,1,3714,8402,878,1,8,4376638.8
5719,47833,44,1,0,82,27128,10,7,2008,1,0,4111,9613,223,0,0,4791653.8
491,63839,58,1,1,2,92707,4,6,2019,0,1,6200,882,302,0,6,6389327.9
6899,39171,90,1,1,18,79154,1,10,2002,0,1,5721,6625,232,0,7,3923469.2
4353,77604,10,0,0,80,62100,9,10,2003,0,1,762,636,626,0,4,7762930.3
2836,81602,9,1,1,46,40968,7,6,2017,0,1,5471,1562,144,1,2,8169478.7
2266,54631,69,1,1,43,1911,3,6,2006,0,1,3289,4305,686,0,1,5471295.6
7718,97365,90,0,0,74,59928,4,10,2007,1,1,9302,4806,491,1,0,9738114.7
9523,50384,30,0,1,23,671,4,7,2005,1,0,1349,6517,145,0,5,5041905.5
8022,18244,9,1,0,24,65448,3,5,2014,0,1,3659,3569,923,0,5,1829876.4
4707,96184,46,0,0,1,29645,1,5,2005,1,0,3961,5310,986,0,7,9618863.5
9843,50550,11,0,1,49,31498,2,8,1996,1,1,5305,30,533,0,3,5060805.6
2900,61798,46,0,0,54,8334,8,1,2013,1,0,9956,8006,361,0,0,6182113.3
9618,87718,94,1,1,2,3448,2,10,1992,0,0,8970,2755,911,0,2,8779276.2
2944,87190,99,1,0,14,68366,9,7,2013,0,1,8633,5913,406,0,0,8724894.3
1916,28561,85,0,1,11,71233,10,6,1999,0,1,9667,9533,381,1,7,2862521.9
3185,59850,12,1,0,18,80347,3,8,2006,0,0,3447,2845,670,1,10,5990534.6
8626,98780,21,1,1,53,98949,4,3,1990,0,1,1210,1104,700,1,4,9886719.0
9434,65653,74,1,0,86,84990,7,1,2002,0,0,2341,1149,439,1,4,6571168.2
7255,81336,70,1,0,53,35439,10,6,1995,0,0,2406,8168,212,1,5,8139811.5
4246,15859,94,0,1,8,35621,5,7,2020,1,0,7327,5343,174,0,1,1588729.0
8615,87780,36,1,1,33,86321,1,1,1999,1,1,1723,6776,217,1,0,8787571.9
5146,48319,59,0,1,54,93680,8,4,1998,1,1,412,8014,378,1,0,4839740.8
8565,96906,47,0,1,35,72144,9,10,2020,0,1,7788,773,612,1,0,9697498.0
2518,55049,8,1,0,30,56273,1,3,2005,1,0,4434,6989,468,0,7,5509865.5
397,23281,32,1,1,52,87667,9,10,2020,1,1,3681,3220,422,1,3,2339782.0
1317,52370,47,1,1,68,24836,5,5,2002,1,1,4829,1900,293,0,6,5249769.2
4560,78280,53,0,0,42,84432,10,5,2019,1,1,8984,9429,646,1,7,7830865.9
121,18237,70,1,0,74,25093,9,6,2011,0,0,7173,9144,498,1,9,1833338.1
2449,10978,24,1,1,79,55002,4,4,1998,0,0,5786,7814,427,1,2,1108254.8
8855,23220,99,1,1,79,81129,7,9,2013,0,1,3166,8253,695,0,4,2334717.3
8108,43571,62,1,0,71,19410,2,8,2015,0,0,5582,6231,886,0,7,4359454.5
1566,17225,31,0,0,16,1100,8,9,2014,1,0,3401,7394,690,0,10,1723749.4
1984,31706,12,0,1,86,82841,7,7,2016,0,1,1064,7961,246,0,6,3178060.6
4333,25850,33,1,0,7,83416,6,8,2007,0,1,7208,3981,704,1,9,2590126.7
7910,82511,35,0,1,23,10876,3,5,2020,1,1,2628,6336,127,0,1,8257231.0
9286,14611,94,0,1,48,33314,9,3,2014,1,0,3271,2658,655,1,3,1468749.4
3918,67226,25,1,0,73,49694,7,9,2015,0,0,3250,8704,826,0,8,6733312.5
2173,9920,82,0,1,16,77792,9,8,1997,1,1,6475,6702,398,1,1,996888.7
3283,33002,61,1,1,10,23762,7,3,1995,0,0,7427,5746,547,1,6,3307651.5
8495,38513,7,1,0,8,96891,6,3,2013,0,0,4811,3568,399,0,2,3853759.3
8584,82651,100,1,1,29,53034,2,3,1990,1,1,6561,3307,707,0,4,8274315.0
2333,58914,54,1,1,73,23712,1,2,2017,0,1,5801,525,869,0,9,5899786.7
573,82016,15,0,0,93,96050,5,4,2014,0,1,839,3501,680,0,9,8211272.4
3660,26872,88,1,0,24,11539,5,2,2001,1,1,511,3737,718,1,9,2692017.1
9075,84308,40,0,0,52,54699,6,5,2005,0,0,5519,206,194,0,0,8433276.5
981,80863,57,0,0,31,98619,9,3,2013,0,1,7372,7703,575,0,5,8089383.3
9370,70794,39,0,1,25,7742,3,10,2004,0,0,6171,1534,694,1,8,7084340.4
1407,4114,43,1,0,14,18746,4,8,1996,0,0,8440,9977,961,1,4,415562.6
535,30831,27,0,0,13,37790,8,10,1998,1,1,173,6677,966,1,8,3084723.8
4315,47312,47,0,0,52,82154,4,10,2002,1,1,2161,1181,502,0,6,4736992.2
4598,86375,99,1,0,68,12313,9,10,2000,1,0,6106,9840,723,0,6,8643370.0
8622,93499,24,1,1,41,60380,3,8,2006,0,0,3038,5256,253,0,3,9357814.6
8758,88100,6,0,0,70,52009,7,6,2020,0,1,3085,2155,775,1,9,8812852.0
1434,61562,52,1,0,87,24,7,10,1991,1,0,32,2797,873,0,7,6164454.1
6994,88822,58,0,0,35,83091,1,10,2008,1,0,6495,4963,921,0,1,8885730.8
2579,61347,33,0,1,19,54984,8,2,2021,1,1,5213,5286,876,1,10,6139920.1
9403,39032,21,0,1,28,72731,10,2,2018,0,1,7764,7403,262,0,4,3907832.8
3269,46709,69,0,0,86,8410,6,9,1996,0,1,3928,7379,925,1,3,4680113.6
9553,23623,26,1,0,21,54284,7,9,1997,0,1,3751,4158,103,0,4,2368635.7
3838,33601,15,1,0,70,82755,6,6,2013,1,1,5469,2929,705,1,6,3367765.3
1867,69440,73,1,0,80,18003,6,7,2005,1,1,588,1062,974,0,3,6951545.5
1454,24140,14,0,0,13,80883,1,6,2014,0,0,8956,8962,562,1,6,2415551.4
1786,84039,59,1,0,82,68337,4,8,1995,1,1,344,9885,571,0,8,8415253.5
9912,97952,95,1,1,20,28807,10,5,2012,0,1,4471,989,684,0,5,9802960.2
7095,73309,48,1,1,41,79572,8,7,1996,1,1,9466,5759,139,1,7,7340458.6
2521,89885,93,0,0,40,35170,7,3,2004,1,0,6599,5276,487,1,7,8992850.4
4439,41225,22,0,1,84,6420,7,1,2019,0,1,7546,3371,395,0,9,4130642.9
1820,80002,42,1,0,76,67080,8,2,2015,1,1,5678,8046,135,1,4,8007425.5
5615,56595,94,1,1,2,56319,1,10,2014,0,1,2429,2837,162,1,5,5664278.4
2929,60815,2,0,0,97,8663,5,10,2015,1,0,6517,7559,800,1,5,6089911.5
51,54318,10,1,1,52,76737,4,2,1998,1,1,9580,3787,227,1,1,5444967.8
4726,46701,44,0,0,59,97400,4,2,2009,1,1,4847,7520,843,1,1,4674499.9
5716,40266,100,0,1,14,96142,6,4,2009,0,0,3106,8224,851,1,8,4028831.9
5465,68006,63,0,1,80,62676,7,4,2010,0,0,4738,6395,473,1,7,6812540.0
469,99107,54,0,1,65,88495,3,4,2018,0,1,5522,7622,194,1,3,9916550.8
2629,23321,35,1,0,37,32589,1,2,1991,0,0,7618,1182,253,0,5,2335697.1
6513,17934,50,0,1,72,30525,7,6,2013,1,1,5652,6797,470,1,9,1801096.3
7467,41313,96,0,1,96,35091,10,2,2003,1,1,6342,5431,895,0,10,4144107.3
3945,92837,32,1,0,8,58176,7,8,2006,1,1,9339,7286,110,0,10,9289481.6
6204,63613,83,0,1,76,53257,1,3,2007,1,1,8277,7626,810,0,0,6370994.7
4262,31854,54,1,0,54,3832,7,9,2020,0,0,8979,8424,470,1,3,3191069.0
1858,85637,43,0,0,19,11785,9,9,2008,0,0,7098,678,946,0,3,8565946.8
9532,71370,18,0,1,16,60819,3,10,2013,1,0,9602,3703,969,0,1,7139541.3
865,5706,57,0,0,38,51600,4,7,2005,1,0,73,3204,276,0,7,574164.5
6390,18086,7,1,0,28,90664,6,6,2001,0,1,9600,1909,211,1,10,1814230.1
7212,52861,60,0,1,84,43808,5,2,1996,0,1,9739,8150,440,1,9,5296085.6
4921,1138,4,1,0,18,40157,4,6,1996,1,1,8264,5987,269,0,3,117207.6
8101,50582,34,0,0,6,77108,4,3,2012,1,0,3298,4181,955,1,10,5058897.2
4792,17256,30,0,0,59,71777,10,10,1994,1,0,698,6032,668,0,8,1729036.4
8854,5485,11,1,0,13,82909,9,1,1992,0,1,5960,5531,637,0,5,552405.2
6250,52517,75,0,1,85,85664,10,6,2017,1,1,6381,9411,894,0,8,5254743.7
5936,95238,100,1,0,54,1606,8,9,2019,0,1,1533,8203,395,0,1,9530991.9
425,94388,7,1,0,81,41690,8,8,1996,1,0,7739,1176,741,0,8,9446167.6
188,1423,59,0,1,30,21687,8,4,1993,1,1,3900,1985,879,0,8,149234.3
5629,34703,13,0,0,68,4516,3,6,2006,0,1,9584,4409,636,1,3,3476698.6
4359,74591,69,1,1,20,73906,9,8,2009,1,0,616,2692,479,1,9,7469587.9
228,55327,22,1,0,59,76622,1,2,1993,1,1,7163,9333,504,1,8,5540589.3
7757,45305,47,0,0,52,88365,1,3,2001,0,1,6427,305,747,0,7,4533446.1
7677,40212,25,1,1,51,2149,1,6,2002,1,1,2037,3638,566,1,0,4031505.2
2741,61104,88,1,1,51,34414,8,4,1997,0,1,1649,5126,144,1,9,6124108.7
1041,58314,75,0,1,13,32662,6,6,2003,0,1,1428,3553,916,0,10,5836299.3
4075,79229,38,0,0,89,30730,3,1,1990,0,1,7538,144,134,1,10,7930035.0
9140,13594,8,0,0,73,26020,8,1,2019,0,0,8145,4420,968,1,9,1365330.9
6118,1878,68,0,1,48,24582,7,3,2005,1,0,504,9965,830,0,1,195927.5
6902,53001,94,1,0,64,88980,5,5,2016,0,0,5989,9167,454,0,3,5306618.6
471,91841,77,0,0,14,19103,5,2,2011,0,1,8782,3254,955,0,0,9185367.1
2921,94363,61,0,1,23,638,2,9,1999,1,1,5668,2239,589,0,7,9440706.9
1905,50956,33,0,0,25,84479,5,9,2008,0,1,3939,7465,370,0,1,5096675.8
8876,35586,81,0,1,80,15086,9,9,2019,0,1,185,6296,998,1,7,3570719.9
801,15290,77,0,0,97,58566,9,3,2009,0,1,4588,9960,218,1,8,1533827.9
1487,98426,11,0,1,74,27644,7,6,1992,0,1,3934,4010,820,1,8,9850377.2
8441,44120,42,0,1,66,82323,1,1,1994,0,0,1680,1125,342,1,7,4420400.4
227,715,71,0,0,23,33439,7,3,2010,0,1,8609,3736,740,1,8,74252.0
7890,30385,44,1,1,75,83181,3,4,2013,1,1,1210,4794,761,1,1,3051131.3
1128,22606,99,0,1,80,65198,2,3,1998,1,1,2718,961,776,0,2,2271736.8
5070,95649,3,0,1,8,2975,5,7,1992,1,1,9403,669,253,0,10,9567841.2
9166,2355,94,0,0,95,74657,8,9,2010,1,1,9559,9771,947,1,1,246001.0
2208,52646,91,1,0,30,35763,9,6,2001,1,0,6433,6757,911,1,0,5272375.1
7993,56557,6,0,1,79,68115,6,3,2013,1,1,4425,3842,382,0,4,5660284.3
9842,86046,28,1,1,12,77249,8,9,2005,0,1,5664,3283,653,1,3,8610597.5
6559,42934,40,1,0,2,308,8,6,2020,1,1,8797,5804,496,0,5,4297263.0
9921,21973,3,0,0,31,61564,3,10,2015,0,0,9733,1588,431,1,10,2198209.5
3153,19727,58,1,1,82,2799,4,5,1996,1,0,1637,2920,527,0,7,1984798.6
4441,43906,55,0,1,73,48720,10,9,2013,0,1,3357,9036,623,0,4,4397835.3
7505,52348,22,0,1,79,75382,1,6,2006,1,1,1173,1367,736,0,2,5239471.6
8957,45125,77,1,1,51,97963,4,2,2019,1,1,8160,6635,154,0,2,4522380.9
6215,39077,15,0,0,33,50692,10,8,1995,1,0,9471,1375,647,1,6,3908929.5
9598,89775,12,1,1,9,6372,4,1,1997,1,0,3023,2117,170,0,2,8983705.7
2144,31088,59,0,1,40,31169,2,9,2003,0,0,2370,2765,943,1,7,3116014.3
7411,1189,80,1,0,12,31767,2,8,2002,1,0,9607,9203,966,0,3,123054.2
8929,54563,76,1,0,56,16918,5,4,1994,0,1,5281,4318,123,1,0,5461061.4
2374,73741,14,0,1,36,99255,2,6,2007,0,0,5012,8914,314,1,7,7377791.7
2577,55518,93,0,1,70,76197,5,4,1993,1,0,8964,2559,471,0,8,5559599.3
1632,8138,59,0,0,39,45026,4,4,2014,0,1,57,7754,645,1,9,815961.4
4832,53753,49,1,1,37,90942,7,7,1999,1,0,9951,5184,998,1,8,5385374.9
2298,78765,84,1,0,51,69037,4,7,2011,1,0,3294,9382,463,1,4,7886131.1
5033,4014,11,1,0,22,61288,8,7,2017,1,1,8612,8381,811,0,7,404625.7
156,67327,47,0,0,87,26709,9,3,1990,0,1,1097,8551,964,0,10,6741466.0
8046,48673,36,1,1,58,3916,5,6,2007,1,1,8179,999,576,0,4,4877029.7
6706,64430,41,1,1,44,95853,7,3,1999,1,1,5624,5352,637,1,0,6453925.9
3349,97472,83,1,1,54,29789,7,3,2014,0,1,8163,4437,939,1,9,9756768.4
2879,26792,67,1,1,32,65774,8,5,2003,1,0,4687,5948,327,1,1,2684819.3
3413,31906,15,0,1,73,60045,2,3,2000,1,0,6121,2749,463,1,9,3194626.0
7768,25704,43,1,0,33,64271,4,7,1996,1,1,1012,6477,349,1,2,2575019.6
4189,2676,7,1,1,32,14698,7,4,1995,1,1,8067,9483,126,0,4,277181.5
9610,93176,21,0,1,50,48510,10,2,2002,0,0,3184,5105,256,1,8,9325657.2
9734,22585,71,0,1,12,36155,5,4,1991,1,1,1370,7304,441,1,6,2260762.1
7251,87887,75,1,1,92,51538,6,6,2009,0,0,5570,9833,933,1,6,8802291.9
7613,52963,46,1,0,98,754,2,4,1993,1,0,21,6572,873,0,4,5304444.3
6919,59234,74,1,1,91,28557,5,10,1991,1,0,2578,7925,528,0,9,5936567.1
9681,63354,68,1,0,26,82639,3,5,2019,0,0,6477,8036,497,1,1,6339390.9
9671,77304,25,1,1,90,81084,8,3,1999,0,0,928,4531,871,1,5,7741198.9
4794,41732,19,0,0,63,57920,9,5,2018,1,1,4692,3724,321,1,1,4177464.8
5654,13287,84,1,0,76,90025,3,10,2003,0,1,7799,7986,410,1,1,1335371.3
2495,61856,17,1,0,97,36122,8,1,1999,1,0,8735,4950,887,1,8,6199110.9
7304,54748,82,0,1,21,67249,8,9,2021,0,1,8566,2837,732,1,0,5478961.1
2372,42770,9,0,1,42,59124,7,9,2002,0,1,2424,9663,896,1,7,4281356.2
4091,29600,63,1,0,78,56791,7,6,2012,0,0,4380,7134,317,0,8,2969388.2
9471,68115,38,0,0,20,7940,8,7,2014,0,0,5506,5832,542,1,7,6812481.4
3461,3939,40,1,1,70,91053,2,6,2021,1,1,724,8560,711,1,6,404238.1
7006,68224,12,1,0,14,59027,7,2,2017,0,1,1292,6865,525,1,8,6826969.7
5391,6362,94,1,0,95,50935,6,2,1994,0,1,4341,2967,328,0,3,644794.4
7172,52894,100,1,0,2,85918,4,10,2003,0,1,5114,9758,772,1,3,5293640.3
5696,61001,41,1,0,15,73511,3,7,2013,1,1,2408,8841,526,1,1,6105043.3
5664,91436,7,1,0,81,78868,5,8,1997,0,0,645,4471,879,0,7,9151236.7
4503,4798,100,0,0,20,35281,2,8,2005,0,0,575,1391,604,0,6,481620.5
2550,13192,18,0,1,77,82755,4,6,2008,1,0,3588,9552,685,1,1,1327004.8
4715,72741,56,0,1,49,16484,8,9,2011,0,1,9912,8775,709,1,10,7280439.1
847,89520,47,0,0,6,68457,3,3,2007,0,0,4587,7443,861,0,1,8952698.7
3344,74709,32,1,0,61,44802,3,7,1993,1,1,1506,6267,691,1,9,7476997.3
938,83033,36,1,0,75,75420,1,9,2006,1,1,5037,9511,164,0,5,8313113.6
4825,49310,63,1,0,80,91860,7,4,2006,1,0,9692,6240,176,1,7,4943199.6
9693,94081,47,0,1,75,68146,4,5,2015,0,0,3111,6604,912,0,6,9411954.5
8863,42192,26,1,0,32,57058,8,4,2021,1,1,8858,6225,476,0,5,4222302.1
8610,10601,59,0,1,7,98223,1,7,2021,0,0,6574,836,892,1,0,1062664.1
5354,33936,95,1,1,93,31995,4,8,2018,1,0,11,4743,590,1,9,3406131.8
5477,712,29,1,1,19,54360,3,8,2019,0,0,330,5343,661,1,5,80879.9
9723,8872,8,0,0,79,92273,6,8,2020,1,1,2116,6349,775,0,3,893632.0
756,84540,21,0,0,64,38246,5,3,2007,0,1,5869,6101,145,0,2,8455482.7
4750,55022,61,1,0,43,37613,6,10,1998,1,0,8955,9093,216,0,1,5508301.8
2644,89022,48,1,0,44,15308,4,10,2004,0,1,4759,5470,123,0,1,8904794.4
4162,16037,47,0,0,19,32231,3,1,2009,1,0,6341,3534,299,1,6,1605352.9
8648,56145,35,1,1,37,18243,7,7,2006,0,0,9251,5411,717,1,10,5617752.6
3165,50293,82,1,0,99,29781,5,6,1994,1,0,847,2929,166,1,1,5038042.4
6497,24523,60,1,0,21,40504,2,1,1998,1,1,1625,9094,980,0,4,2457562.8
5987,56191,30,0,1,78,31317,1,5,1997,1,0,1325,4869,175,0,2,5629430.7
3873,29543,27,0,1,92,52082,2,5,2005,0,0,5932,4494,406,1,8,2961309.5
7751,69180,63,0,0,50,35595,9,9,1993,1,1,9378,8365,686,0,6,6920799.3
6523,70383,10,0,1,87,47496,5,2,2005,1,1,5567,1227,871,1,2,7050270.5
3418,429,83,0,1,18,12993,4,5,1996,0,1,3648,1264,990,1,0,49802.6
9904,15415,80,0,1,84,46895,7,10,2007,0,1,1439,6116,410,1,2,1547708.7
2061,76971,9,0,1,82,44184,2,4,1992,1,1,9440,5664,477,1,2,7704323.2
549,23737,25,1,1,11,58841,3,6,2003,0,0,4514,5604,997,0,0,2380599.3
4453,95894,30,1,1,6,73763,10,4,2005,0,1,9186,75,132,1,5,9596889.5
2812,91123,89,0,0,47,80260,2,5,2008,1,0,6089,7988,622,0,9,9116372.8
8777,23776,31,0,1,4,81286,5,3,2002,0,1,9338,108,547,0,10,2382847.2
8995,89887,57,0,0,91,87207,7,10,2021,0,1,7003,6628,140,1,7,8994730.1
2549,94799,74,1,0,24,39412,9,6,2012,0,1,8512,7401,190,0,0,9484566.2
6069,29004,70,0,1,24,49297,7,9,2002,1,1,942,3434,365,1,9,2905549.2
3169,36387,4,1,1,17,32123,7,9,1993,1,1,6573,7796,577,0,2,3642700.3
7054,97406,47,1,1,72,48318,10,10,2009,1,1,1911,6330,146,0,3,9750051.9
4828,53749,86,0,1,63,11671,7,8,2009,1,1,8488,6220,239,1,4,5381187.9
9570,66057,33,0,1,48,53247,10,3,2013,1,0,7500,9763,125,1,7,6615509.3
1259,90797,98,0,0,35,41571,6,1,1998,0,1,1112,8300,806,1,2,9082814.8
8712,52458,31,0,1,82,97955,2,10,2013,1,0,7768,766,809,0,8,5253326.3
3661,24081,54,1,1,62,87982,9,9,2003,1,0,2176,694,151,1,10,2418822.3
7922,12604,90,1,0,86,56719,9,9,2018,0,1,3366,8537,909,0,2,1267881.8
1024,82680,89,1,1,27,39905,9,7,2017,0,1,1537,1290,112,0,0,8273795.7
4965,78367,30,1,1,89,40416,8,8,1995,0,0,6088,6500,319,0,3,7847930.5
752,41188,30,1,0,62,20895,8,9,2012,0,1,33,7475,361,1,1,4122637.2
3942,93608,21,0,0,35,52187,6,2,2000,1,1,5123,101,990,1,6,9364080.0
3710,62785,11,1,0,40,60411,5,6,1991,0,1,9060,1510,636,1,5,6281861.1
9960,13904,45,1,0,45,33971,10,1,2010,1,0,1522,8913,677,1,0,1398346.0
1951,89136,37,0,0,84,91205,8,8,2017,1,0,3786,6649,678,0,9,8920113.7
6314,87915,21,1,1,100,47935,8,1,2003,1,0,9853,9757,344,1,10,8800446.3
351,141,16,0,1,58,42248,5,4,1997,1,0,3411,8985,213,0,4,22670.7
1511,74769,99,1,1,30,83749,7,9,2011,0,1,3835,8806,288,0,7,7487371.1
4829,73140,92,1,1,69,84617,3,3,2019,1,1,6384,4894,726,1,9,7325048.9
9616,66759,45,0,0,93,27497,1,9,2006,1,1,8275,1715,860,0,0,6680456.6
3746,20282,18,0,0,43,73864,9,1,2001,1,1,5275,9522,256,1,6,2029680.1
5799,15299,91,1,0,95,60138,5,2,2020,0,1,4927,6271,997,0,0,1542950.0
701,86898,10,1,1,54,81981,8,5,2007,0,1,2837,1571,633,0,5,8700597.7
3693,25066,8,1,0,85,51042,8,1,1993,0,1,211,579,649,0,3,2516535.3
4614,96513,26,1,0,53,81523,10,6,1993,0,0,1306,6795,582,0,1,9657237.3
7213,93003,94,0,1,17,30775,3,3,1999,1,1,8476,207,303,1,10,9303949.9
561,78217,78,0,0,73,34686,3,1,2003,0,0,7391,1085,907,0,2,7828401.3
2318,59498,94,0,0,24,69819,9,9,1998,0,1,4482,4475,927,1,6,5952425.8
3098,85645,49,1,0,1,66155,6,3,1998,1,1,1660,5116,426,0,0,8570147.8
4838,14520,12,1,0,2,43573,5,1,2020,0,1,8531,4414,336,1,10,1456205.0
3150,15734,35,1,0,24,25611,1,3,2003,1,1,792,9480,401,1,8,1579608.3
5608,65711,20,1,1,63,68854,3,9,1992,0,1,5463,2530,523,1,9,6579419.2
4299,98644,15,0,0,33,56083,8,3,2012,0,0,8522,1529,142,1,9,9865826.2
4618,67923,61,0,0,95,69105,10,4,2014,1,1,3860,4166,234,1,4,6797581.4
4074,89991,84,0,0,36,91327,3,4,2015,0,1,7757,804,603,0,7,9002207.5
3994,84612,6,0,1,50,11155,7,9,2001,0,1,5327,5294,424,0,6,8466374.1
6373,51744,59,0,1,7,260,8,5,2006,1,1,680,7528,351,0,10,5179860.6
6167,7939,76,1,1,56,67977,1,4,2011,0,1,7730,2237,889,0,8,806926.1
1047,76297,88,1,1,69,32290,7,4,1993,1,1,8273,7875,877,0,5,7637924.3
2939,56093,94,1,1,11,41723,7,10,2008,0,0,5012,6187,226,0,2,5619471.8
1808,14621,40,0,0,41,31633,4,4,1996,0,0,9586,6957,633,0,7,1465123.6
3166,18229,24,0,1,84,49057,6,3,2001,1,1,6915,2166,243,1,4,1832795.1
414,12881,12,1,0,68,85503,10,5,2006,0,1,8654,5066,920,1,0,1293712.6
1340,74986,59,1,1,94,57577,6,5,1999,0,0,1878,515,766,1,3,7510238.9
9371,44528,50,1,0,11,32439,5,5,2015,1,0,4489,8417,962,1,3,4457099.5
7740,68572,54,1,1,87,21174,7,10,2011,0,1,7267,9654,959,1,10,6866663.1
5060,64260,38,0,0,29,14335,3,5,2018,0,1,2011,9900,255,0,7,6427856.8
4633,44838,48,1,0,77,19697,3,5,2009,1,1,7048,6888,671,1,3,4491363.9
4609,85795,97,0,0,59,39767,2,3,2019,1,0,2357,5340,278,0,2,8585311.9
7366,99412,27,1,0,2,41454,4,8,2021,1,1,2554,1057,136,0,3,9945830.1
1469,49856,95,1,1,25,77135,9,7,1997,1,1,7182,8670,125,0,6,4992838.7
1710,77913,6,0,0,82,89070,9,3,2010,0,0,6930,9386,561,1,9,7794411.0
6270,46463,56,1,0,79,36162,5,6,2009,1,1,3911,7132,553,1,6,4653602.9
8732,42003,27,1,0,55,80617,3,2,2008,0,0,8852,3576,322,0,4,4202952.8
2271,47264,21,1,1,50,78063,1,3,1993,0,1,9201,7319,707,0,7,4737385.3
1583,36295,54,0,1,3,69121,6,1,2007,0,1,3177,8829,866,0,4,3634585.7
1412,63092,26,1,1,84,94272,6,6,2000,1,1,3993,3156,405,1,9,6319624.0
